-2770.77289 -0.01093187404 7.9e-05
-2769.775557 -0.01152430881 3e-05
-2755.812917 -0.01117808959 4.9e-05
-2742.84742 -0.01160011265 3.2e-05
-2713.924278 -0.01171138729 4.3e-05
-2688.990683 -0.01134737969 5.1e-05
-2687.993341 -0.0115732071 5.5e-05
-2675.028059 -0.01037558901 5.1e-05
-2609.207548 -0.01217567367 3.6e-05
-2604.221395 -0.01217305614 4.9e-05
-2603.224169 -0.01067370541 5.2e-05
-2462.617879 -0.01115885737 5.6e-05
-2454.639783 -0.01133072915 3.4e-05
-2453.642516 -0.01146214226 3.5e-05
-2451.647982 -0.01168091562 5.6e-05
-2450.650706 -0.01082866897 5e-05
-2449.653431 -0.01056006756 4.5e-05
-2443.670457 -0.01103693161 6.5e-05
-2393.804157 -0.01196320198 3.6e-05
-2371.862593 -0.01149689233 5.1e-05
-2370.865243 -0.01267841695 4.7e-05
-2368.870543 -0.0116973137 5.8e-05
-2367.873194 -0.01273079762 4.5e-05
-2363.883794 -0.01243875528 4.3e-05
-2361.889086 -0.01199373527 4.1e-05
-2357.899687 -0.01265766135 4.7e-05
-2355.904987 -0.0122934885 4.8e-05
-2354.907638 -0.01278789318 4.7e-05
-2353.910279 -0.01234035032 4.8e-05
-2330.971299 -0.01271412725 4.1e-05
-2329.973958 -0.01247881092 2.9e-05
-2317.008592 -0.01283860378 3.8e-05
-2310.0273 -0.01322146632 3.2e-05
-2282.102704 -0.01253834494 2.4e-05
-2253.181931 -0.01357601053 3.2e-05
-2252.184681 -0.01232613595 3.1e-05
-2245.203992 -0.01385048856 3.5e-05
-2241.215064 -0.01361954811 2.7e-05
-2240.21783 -0.01355167442 4.5e-05
-2239.220604 -0.01272340374 2.8e-05
-2238.22337 -0.01348503923 4.5e-05
-2197.337898 -0.01399654629 3.2e-05
-2195.34352 -0.01428601912 3e-05
-2183.377265 -0.01456465493 2.6e-05
-2182.380072 -0.01447438619 3e-05
-2169.416641 -0.01501059756 4e-05
-2168.419457 -0.01460668588 4.3e-05
-2155.455967 -0.01444447402 3.5e-05
-2154.458775 -0.01471701833 2.8e-05
-2141.495186 -0.01493149596 3.6e-05
-2140.497977 -0.01501402816 3.7e-05
-2128.531441 -0.01532190452 6.7e-05
-2127.534223 -0.01499588632 3.8e-05
-2126.537005 -0.01317850184 4.4e-05
-2056.728516 -0.01516125518 3.6e-05
-1630.890302 -0.01670213993 3.9e-05
-1629.892952 -0.01699288975 4.5e-05
-1628.895602 -0.01657582111 3.4e-05
-1566.063419 -0.01735816696 2.9e-05
-1336.700098 -0.02008073701 4.3e-05
-1332.710913 -0.02042121142 4.7e-05
-1306.780671 -0.02163019272 6.8e-05
-1273.868399 -0.02085308037 7.5e-05
-1183.111358 -0.02328273922 3.5e-05
-1182.114074 -0.02328205411 4.1e-05
-1181.11679 -0.02324814907 3.9e-05
-1091.36655 -0.02310964965 3e-05
-1089.37218 -0.02333487648 3.1e-05
-1067.434041 -0.02366768429 3.2e-05
-1066.436848 -0.02343213096 2.4e-05
-1023.556986 -0.02345752475 4e-05
-1022.55976 -0.02413339512 3.1e-05
-1021.562525 -0.02415242279 2.4e-05
-981.6722814 -0.02389610137 4e-05
-980.6749974 -0.02448949422 3.1e-05
-979.6768616 -0.0240531609 2.9e-05
-902.8835688 -0.02640249287 3.5e-05
-901.8862186 -0.02654633243 4e-05
-900.8888602 -0.02651937178 3.5e-05
-899.89151 -0.02661063035 3.5e-05
-875.9551384 -0.02697319713 3.8e-05
-874.9577882 -0.02690920814 3.7e-05
-871.9657624 -0.02695252339 5.3e-05
-861.9923679 -0.02743032666 3.2e-05
-860.9950342 -0.02716090189 5.4e-05
-859.9977006 -0.02733072826 4e-05
-858.0030333 -0.02630797137 4.3e-05
-852.0190478 -0.02747176456 4.7e-05
-850.0244136 -0.02756521906 3.4e-05
-839.0539087 -0.0276120354 4.1e-05
-838.0565915 -0.02714476584 3.4e-05
-837.0592827 -0.02645071734 3.4e-05
-813.1242173 -0.02816556067 0.000112
-810.13239 -0.02665260822 6.1e-05
-809.1351307 -0.02764741226 5.7e-05
-806.1433034 -0.02824426087 0.000107
-805.1460524 -0.02891741064 0.000106
-804.1487849 -0.02853035977 0.000121
-803.1515174 -0.02768221967 4.9e-05
-801.1569906 -0.02746740655 4.7e-05
-799.1624804 -0.02797805754 5.3e-05
-798.1652212 -0.0288586417 0.000108
-785.2010163 -0.02894739489 4.4e-05
-784.2037736 -0.02877861336 4.4e-05
-783.2065391 -0.0271452344 4.7e-05
-781.2120785 -0.02900657852 4.2e-05
-778.2203835 -0.0293149346 4.1e-05
-777.2231573 -0.02911875093 5.2e-05
-776.2259311 -0.02741382667 5.3e-05
-768.2481548 -0.02971298153 4.3e-05
-767.2509452 -0.02930278481 3.1e-05
